OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts	description 	cog
OG0001052	1476	0.05	77	77	0.37	0.37	3.51	3.51	73	72	26.87	26.87	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor	E
OG0001159	738	0.08	77	77	0.15	0.15	3.51	3.52	114	113	16.56	16.56	Belongs to the RNA methyltransferase TrmD family	J
OG0001198	2349	0.09	77	77	0.15	0.15	3.51	3.53	131	131	19.42	19.42	Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity	L
OG0001398	186	0.05	76	76	0.29	0.29	3.51	3.51	67	67	19.36	19.36	-	-
OG0001399	354	0.04	76	76	0.28	0.28	3.51	3.51	69	69	19.49	19.49	#N/A	#N/A
OG0001442	2523	0.07	73	76	0.2	0.21	3.51	3.51	81	79	16.3	16.3	"Catalyzes the transfer of a lysyl group from L-lysyl- tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which produces lysylphosphatidylglycerol (LPG), a major component of the bacterial membrane with a positive net charge. LPG synthesis contributes to bacterial virulence as it is involved in the resistance mechanism against cationic antimicrobial peptides (CAMP) produces by the host's immune system (defensins, cathelicidins) and by the competing microorganisms"	S
OG0001446	504	0.07	76	76	0.15	0.15	3.51	3.51	114	113	16.57	16.57	"An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes"	J
OG0001516	3453	0.04	74	74	0.27	0.27	3.51	3.49	86	84	22.82	22.82	"Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second"	C
OG0001534	192	0.05	73	73	0.29	0.29	3.51	3.51	66	66	19.4	19.4	-	-
OG0001713	456	0.02	57	60	0.32	0.33	3.51	3.51	69	67	22.3	22.3	Acetyltransferase (GNAT) domain	K
OG0001762	408	0.05	57	57	0.28	0.28	3.51	3.51	69	69	19.18	19.18	-	-
OG0001868	1032	0.04	24	48	0.24	0.25	3.51	3.5	69	67	16.73	16.73	Malate/L-lactate dehydrogenase	C
OG0002076	1329	0.06	33	33	0.36	0.38	3.51	3.51	55	53	19.94	19.94	Na H antiporter	C
OG0002299	852	0.14	22	22	0.31	0.32	3.51	3.51	57	56	17.68	17.68	Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4)	F
OG0003190	582	0	6	6	0.59	0.59	3.51	3.51	41	41	24.17	24.17	Myb-like DNA-binding domain	L
OG0003472	750	0	4	5	0.4	0.4	3.51	3.51	43	43	17	17	Protein conserved in bacteria	S
OG0003645	156	0	4	4	0.52	0.52	3.51	3.51	38	38	19.75	19.75	#N/A	#N/A
OG0003707	240	0.75	4	4	0.42	0.89	3.51	2.89	38	18	16	16	-	-
OG0003708	270	0.75	4	4	0.43	0.9	3.51	2.89	38	18	16.25	16.25	#N/A	#N/A
OG0003941	237	0	3	3	0.53	0.53	3.51	3.51	36	36	19	19	"Aromatic-ring-opening dioxygenase LigAB, LigA subunit"	S
OG0004019	837	0	3	3	0.63	0.63	3.51	3.51	38	38	24	24	"Involved in the reversible interconverion of 2-keto-myo- inositol (2KMI, inosose or 2,4,6 3,5-pentahydroxycyclohexanone) to 1-keto-D-chiro-inositol (1KDCI or 2,3,5 4,6- pentahydroxycyclohexanone)"	G
OG0004160	1392	0	2	2	0.53	0.53	3.51	3.51	34	34	18	18	"COG3829 Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains"	KT
OG0004161	1314	0	2	2	0.53	0.53	3.51	3.51	34	34	18	18	"Sigma-54, DNA binding domain"	K
OG0004201	393	0	2	2	0.53	0.53	3.51	3.51	34	34	18	18	#N/A	#N/A
OG0004347	109.5	0	2	2	0.59	0.59	3.51	3.51	35	35	20.5	20.5	#N/A	#N/A
OG0004436	676.5	0	2	2	0.53	0.53	3.51	3.51	34	34	18	18	#N/A	#N/A
OG0004670	723	0	2	2	0.53	0.53	3.51	3.51	34	34	18	18	-	-
OG0004718	696	0	2	2	0.53	0.53	3.51	3.51	34	34	18	18	#N/A	#N/A
OG0000400	1056	0.04	77	80	0.16	0.16	3.52	3.53	108	107	17.34	17.34	Part of the ABC transporter complex hrt involved in hemin import. Responsible for the translocation of the substrate across the membrane (By similarity)	V
OG0000429	957	0.03	77	80	0.17	0.17	3.52	3.53	120	120	20.73	20.73	"Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis"	F
OG0000506	543	0.04	77	79	0.34	0.34	3.52	3.52	71	71	24.25	24.25	Belongs to the 5-formyltetrahydrofolate cyclo-ligase family	H
OG0000597	1335	0.05	77	78	0.54	0.56	3.52	3.52	54	52	28.97	28.97	permease	S
OG0000702	645	0.01	77	78	0.18	0.18	3.52	3.52	112	111	19.65	19.65	Belongs to the ribulose-phosphate 3-epimerase family	G
OG0000749	672	0	77	78	0.16	0.16	3.52	3.52	122	122	19.67	19.67	Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0))	F
OG0000806	507	0.04	77	77	0.27	0.27	3.52	3.51	72	72	19.34	19.34	Activator of Hsp90 ATPase homolog 1-like protein	S
OG0000822	663	0.04	77	77	0.65	0.65	3.52	3.52	48	48	31.03	31.03	"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit"	J
OG0000913	1314	0.04	77	77	0.2	0.2	3.52	3.52	112	112	22.26	22.26	Domain of unknown function (DUF1727)	M
OG0000917	1044	0.05	77	77	0.26	0.26	3.52	3.51	95	93	24.34	24.34	Member of the two-component regulatory system VraS VraR involved in the control of the cell wall peptidoglycan biosynthesis	T
OG0001047	624	0.05	77	77	0.3	0.3	3.52	3.52	82	81	24.29	24.29	metallo-beta-lactamase superfamily protein	S
OG0001051	1092	0.05	77	77	0.38	0.38	3.52	3.52	70	70	26.57	26.57	The glycine cleavage system catalyzes the degradation of glycine	E
OG0001266	360	0.06	77	77	0.29	0.29	3.52	3.52	81	81	23.4	23.4	Belongs to the HesB IscA family	S
OG0001267	237	0.06	77	77	0.29	0.29	3.52	3.52	81	81	23.32	23.32	Belongs to the UPF0349 family	S
OG0001335	207	0.03	77	77	0.22	0.23	3.52	3.52	96	95	21.42	21.42	-	-
OG0001640	576	0.02	66	66	0.17	0.17	3.52	3.53	99	99	17.23	17.23	Nitrate reductase	C
OG0002687	351	0.08	9	12	0.43	0.43	3.52	3.53	48	48	20.83	20.83	-	-
OG0002989	213	0	8	8	0.4	0.4	3.52	3.52	48	48	19.25	19.25	-	-
OG0003099	186	0.29	7	7	0.37	0.37	3.52	3.56	43	43	15.86	15.86	-	-
OG0003110	858	0	7	7	0.6	0.6	3.52	3.52	42	42	25.14	25.14	TPM domain	S
OG0003288	672	0.17	6	6	0.38	0.39	3.52	3.51	43	42	16.17	16.17	-	-
OG0003374	384	0	5	5	0.88	0.88	3.52	3.52	35	35	30.8	30.8	-	-
OG0003560	735	0	4	4	0.51	0.51	3.52	3.52	38	38	19.5	19.5	Transport permease protein	V
OG0003644	957	0	4	4	0.49	0.49	3.52	3.52	39	39	19.25	19.25	ATPase. Has a role at an early stage in the morphogenesis of the spore coat	T
OG0003680	960	0.25	4	4	0.43	0.45	3.52	3.5	38	37	16.5	16.5	TupA-like ATPgrasp	M
OG0003794	1011	0	3	3	0.54	0.54	3.52	3.52	36	36	19.33	19.33	YqcI/YcgG family	S
OG0003801	258	0	3	3	0.51	0.51	3.52	3.52	36	36	18.33	18.33	#N/A	#N/A
OG0004140	304.5	0	2	2	0.57	0.57	3.52	3.52	35	35	20	20	AMP-binding enzyme	IQ
OG0004360	1561.5	0.5	2	2	0.51	0.97	3.52	2.89	34	18	17.5	17.5	"Restriction endonuclease FokI, C terminal"	L
OG0004465	415.5	0	2	2	0.51	0.51	3.52	3.52	34	34	17.5	17.5	#N/A	#N/A
OG0004494	1357.5	0	2	2	0.71	0.71	3.52	3.52	36	36	25.5	25.5	DnaB-like helicase C terminal domain	L
OG0004697	189	0	1	2	0.51	0.51	3.52	3.52	34	34	17.5	17.5	#N/A	#N/A
OG0004773	174	0.5	2	2	0.51	0.92	3.52	2.94	34	19	17.5	17.5	#N/A	#N/A
OG0004779	222	0.5	2	2	0.68	0.72	3.52	3.53	36	34	24.5	24.5	#N/A	#N/A
OG0004780	219	0.5	2	2	0.68	0.72	3.52	3.53	36	34	24.5	24.5	#N/A	#N/A
OG0004781	363	0.5	2	2	0.69	0.74	3.52	3.53	36	34	25	25	#N/A	#N/A
OG0004782	666	0.5	2	2	0.71	0.75	3.52	3.53	36	34	25.5	25.5	#N/A	#N/A
OG0000301	249	0.05	77	86	0.19	0.2	3.53	3.51	102	99	19.38	19.38	Ferredoxin	C
OG0000375	873	0.09	77	81	0.16	0.16	3.53	3.52	110	107	17.4	17.4	Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity	S
OG0000423	720	0.05	77	80	0.23	0.23	3.53	3.53	98	97	22.69	22.69	Methyltransferase	Q
OG0000995	843	0.03	77	77	0.22	0.22	3.53	3.53	104	104	22.64	22.64	Involved in formation and maintenance of cell shape	M
OG0001044	2049	0.03	77	77	0.33	0.33	3.53	3.53	76	76	24.7	24.7	penicillin-binding protein	M
OG0001102	1074	0	77	77	0.23	0.23	3.53	3.53	96	96	22.03	22.03	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	M
OG0001259	594	0.05	77	77	0.18	0.18	3.53	3.53	111	110	20.19	20.19	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides	O
OG0001269	243	0.06	77	77	0.26	0.26	3.53	3.53	89	89	22.78	22.78	NifU-like domain	O
OG0001461	219	0.03	76	76	0.22	0.22	3.53	3.53	98	97	21.32	21.32	Protein of unknown function (DUF2922)	S
OG0001629	456	0.01	66	67	0.17	0.17	3.53	3.54	96	96	16.79	16.79	GAF domain	T
OG0001999	1059	0.08	35	37	0.26	0.26	3.53	3.54	76	75	19.41	19.41	Belongs to the acetokinase family	C
OG0002431	192	0	18	18	0.37	0.37	3.53	3.53	59	59	22.06	22.06	#N/A	#N/A
OG0002524	249	0	16	16	0.38	0.38	3.53	3.53	50	50	19	19	-	-
OG0003191	594	0	6	6	0.6	0.6	3.53	3.53	42	42	25	25	Endodeoxyribonuclease RusA	S
OG0003216	681	0	6	6	0.53	0.53	3.53	3.53	44	44	23.33	23.33	-	-
OG0003222	324	0	6	6	0.49	0.49	3.53	3.53	43	43	21.17	21.17	-	-
OG0003512	1011	0	4	5	0.52	0.52	3.53	3.53	41	41	21.2	21.2	#N/A	#N/A
OG0003738	822	0.25	4	4	0.41	0.43	3.53	3.5	39	37	16	16	Sucrose-6F-phosphate phosphohydrolase	S
OG0003888	201	0	3	3	0.5	0.5	3.53	3.53	36	36	18	18	#N/A	#N/A
OG0004097	246	0	1	3	0.63	0.63	3.53	3.53	39	39	24.67	24.67	#N/A	#N/A
OG0004098	225	0	1	3	0.63	0.63	3.53	3.53	39	39	24.67	24.67	#N/A	#N/A
OG0004156	442.5	0	2	2	0.5	0.5	3.53	3.53	34	34	17	17	#N/A	#N/A
OG0004207	321	0	2	2	0.54	0.54	3.53	3.53	35	35	19	19	-	-
OG0004226	228	0.5	2	2	0.5	0.52	3.53	3.5	34	33	17	17	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	K
OG0004251	96	0	2	2	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0004276	238.5	0	2	2	0.74	0.74	3.53	3.53	36	36	26.5	26.5	#N/A	#N/A
OG0004285	691.5	0.5	2	2	0.5	1.21	3.53	2.64	34	14	17	17	#N/A	#N/A
OG0004629	576	0	2	2	0.54	0.54	3.53	3.53	35	35	19	19	ATPases associated with a variety of cellular activities	V
OG0004665	135	0	2	2	0.5	0.5	3.53	3.53	34	34	17	17	#N/A	#N/A
OG0004731	145.5	0.5	2	2	0.54	0.56	3.53	3.53	35	34	19	19	#N/A	#N/A
OG0004766	477	0	1	2	0.75	0.75	3.53	3.53	36	36	27	27	#N/A	#N/A
OG0004829	364.5	0	2	2	0.91	0.91	3.53	3.53	35	35	32	32	#N/A	#N/A
OG0004884	375	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0005049	2991	0	1	1	1	1	3.53	3.53	34	34	34	34	phage tail tape measure protein	N
OG0005054	354	0	1	1	1	1	3.53	3.53	34	34	34	34	-	-
OG0005070	288	1	1	1	1	NA	3.53	NA	34	0	34	34	-	-
OG0005071	387	1	1	1	1	NA	3.53	NA	34	0	34	34	-	-
OG0005072	267	1	1	1	1	NA	3.53	NA	34	0	34	34	-	-
OG0005073	195	1	1	1	1	NA	3.53	NA	34	0	34	34	#N/A	#N/A
OG0005632	408	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0005633	282	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0005644	300	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0005646	216	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0005917	141	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0005973	261	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0005975	237	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006077	171	0	1	1	1	1	3.53	3.53	34	34	34	34	Belongs to the TPP enzyme family	E
OG0006078	537	0	1	1	1	1	3.53	3.53	34	34	34	34	"Involved in the cleavage of the C1-C2 bond of 3D- (3,5 4)-trihydroxycyclohexane-1,2-dione (THcHDO) to yield 5-deoxy- glucuronate (5DG)"	E
OG0006316	153	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006350	213	0	1	1	1	1	3.53	3.53	34	34	34	34	COG3227 Zinc metalloprotease (elastase)	E
OG0006354	183	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006421	135	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006445	156	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006452	420	0	1	1	1	1	3.53	3.53	34	34	34	34	Belongs to the peptidase M24B family	E
OG0006459	249	0	1	1	1	1	3.53	3.53	34	34	34	34	penicillin binding	M
OG0006465	159	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006466	258	0	1	1	1	1	3.53	3.53	34	34	34	34	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth	K
OG0006467	384	0	1	1	1	1	3.53	3.53	34	34	34	34	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	L
OG0006471	132	0	1	1	1	1	3.53	3.53	34	34	34	34	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit	J
OG0006475	153	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006478	171	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006479	111	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006480	126	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006599	123	0	1	1	1	1	3.53	3.53	34	34	34	34	Catalyzes the ferrous insertion into protoporphyrin IX	H
OG0006618	351	0	1	1	1	1	3.53	3.53	34	34	34	34	A G-specific	L
OG0006626	210	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006627	645	0	1	1	1	1	3.53	3.53	34	34	34	34	Member of the two-component regulatory system VraS VraR involved in the control of the cell wall peptidoglycan biosynthesis	T
OG0006699	189	0	1	1	1	1	3.53	3.53	34	34	34	34	"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit"	J
OG0006918	135	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0006969	237	0	1	1	1	1	3.53	3.53	34	34	34	34	-	-
OG0006974	771	0	1	1	1	1	3.53	3.53	34	34	34	34	Protein of unknown function (DUF1351)	S
OG0007296	309	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0007390	408	0	1	1	1	1	3.53	3.53	34	34	34	34	-	-
OG0007719	111	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0007971	441	1	1	1	1	NA	3.53	NA	34	0	34	34	#N/A	#N/A
OG0008050	309	0	1	1	1	1	3.53	3.53	34	34	34	34	#N/A	#N/A
OG0000351	1332	0.05	77	82	0.1	0.1	3.54	3.46	135	129	13.51	13.51	Belongs to the GPI family	G
OG0000508	1350	0.05	77	78	0.35	0.35	3.54	3.54	76	76	26.73	26.73	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor	E
OG0000537	315	0.1	77	79	0.1	0.11	3.54	3.52	162	154	16.66	16.66	Component of the thioredoxin-thioredoxin reductase system. Participates in various redox reactions through the reversible oxidation of its active center dithiol to a disulfide and catalyzes dithiol-disulfide exchange reactions (By similarity)	O
OG0000592	1260	0.03	77	78	0.32	0.32	3.54	3.54	73	71	23.04	23.04	Molybdopterin	H
OG0000630	471	0.22	76	78	0.13	0.15	3.54	3.53	120	107	16.08	16.08	"Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)"	C
OG0000661	987	0.05	77	78	0.26	0.26	3.54	3.55	93	93	24.17	24.17	glucokinase	G
OG0000815	486	0.01	77	77	0.33	0.33	3.54	3.54	72	72	23.53	23.53	"Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)"	H
OG0000933	828	0.14	76	77	0.17	0.17	3.54	3.55	105	103	17.79	17.79	Pseudouridine synthase	J
OG0001239	1563	0.05	77	77	0.16	0.16	3.54	3.53	114	113	18.3	18.3	"Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP"	J
OG0001258	381	0.05	77	77	0.17	0.17	3.54	3.55	115	114	19.52	19.52	"RNA binding protein, contains ribosomal protein S1 domain"	J
OG0001264	1317	0.06	77	77	0.3	0.3	3.54	3.53	80	79	23.68	23.68	Na+-H+ antiporter family	S
OG0001265	1479	0.05	77	77	0.28	0.29	3.54	3.53	83	81	23.53	23.53	Presumably involved in the processing and regular turnover of intracellular proteins. Catalyzes the removal of unsubstituted N-terminal amino acids from various peptides	E
OG0001268	321	0.06	77	77	0.25	0.25	3.54	3.55	92	92	23.38	23.38	Protein of unknown function (DUF1462)	S
OG0001298	837	0.04	77	77	0.14	0.14	3.54	3.55	130	129	17.75	17.75	Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins	M
OG0001838	897	0.08	46	49	0.23	0.23	3.54	3.55	89	88	20.12	20.12	Phosphate acetyl/butaryl transferase	C
OG0003161	363	0.17	5	6	0.52	0.53	3.54	3.56	45	44	23.33	23.33	-	-
OG0003369	447	0	5	5	0.96	0.96	3.54	3.54	35	35	33.6	33.6	-	-
OG0003646	177	0	4	4	0.6	0.6	3.54	3.54	39	39	23.25	23.25	#N/A	#N/A
OG0003647	189	0	4	4	0.6	0.6	3.54	3.54	39	39	23.25	23.25	#N/A	#N/A
OG0003930	192	0	3	3	0.61	0.61	3.54	3.54	39	39	23.67	23.67	#N/A	#N/A
OG0003947	513	0.33	3	3	0.44	0.48	3.54	3.47	37	34	16.33	16.33	#N/A	#N/A
OG0004052	147	0.33	2	3	0.39	0.42	3.54	3.5	36	33	14	14	#N/A	#N/A
OG0004132	2172	0	2	2	0.53	0.53	3.54	3.54	35	35	18.5	18.5	decarboxylase	E
OG0004427	177	0	2	2	0.53	0.53	3.54	3.54	35	35	18.5	18.5	#N/A	#N/A
OG0004635	685.5	0	2	2	0.57	0.57	3.54	3.54	36	36	20.5	20.5	Ribulose-phosphate 3 epimerase family	G
OG0004636	1101	0	2	2	0.57	0.57	3.54	3.54	36	36	20.5	20.5	"Phosphotransferase system, EIIC"	G
OG0004657	160.5	0	2	2	0.57	0.57	3.54	3.54	36	36	20.5	20.5	#N/A	#N/A
OG0000341	1074	0.02	77	82	0.18	0.18	3.55	3.55	113	113	20.06	20.06	Transition state regulatory protein AbrB	S
OG0000399	1371	0.01	77	80	0.17	0.17	3.55	3.55	103	103	17.84	17.84	"Member of the two-component regulatory system HssS HssR involved in intracellular heme homeostasis and tempering of staphylococcal virulence. HssS functions as a heme sensor histidine kinase which is autophosphorylated at a histidine residue and transfers its phosphate group to an aspartate residue of HssR. HssR HssS activates the expression of hrtAB, an efflux pump, in response to extracellular heme, hemin, hemoglobin or blood (By similarity)"	T
OG0000507	1068	0.05	77	79	0.32	0.32	3.55	3.54	81	79	25.57	25.57	"Late competence protein ComGB, access of DNA to ComEA"	NU
OG0000750	717	0	77	78	0.16	0.16	3.55	3.55	125	125	20.4	20.4	"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds"	H
OG0000785	1359	0.17	77	42	0.16	0.16	3.55	3.58	100	99	16.05	16.05	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids	L
OG0000805	1302	0.04	77	77	0.26	0.26	3.55	3.54	77	77	20.29	20.29	Na H antiporter	C
OG0000829	210	0.04	77	77	0.6	0.6	3.55	3.56	55	55	33.09	33.09	Belongs to the universal ribosomal protein uL29 family	J
OG0000832	318	0.04	77	77	0.61	0.61	3.55	3.55	54	54	33.19	33.19	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit	J
OG0000931	600	0.21	76	77	0.14	0.15	3.55	3.57	118	112	16.66	16.66	Glucosamine-6-phosphate isomerase	G
OG0001404	186	0.04	76	76	0.79	0.79	3.55	3.55	43	43	33.99	33.99	"Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site"	J
OG0001417	1386	0.2	76	76	0.16	0.17	3.55	3.56	110	106	17.64	17.64	Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate	C
OG0001731	1542	0.27	58	59	0.15	0.17	3.55	3.56	101	88	15.36	15.36	PTS system mannitol-specific	G
OG0001890	1162.5	0.02	43	46	0.4	0.4	3.55	3.55	56	56	22.57	22.57	Catalyzes the transfer of the gamma-phosphate of ATP to D-galactose to form alpha-D-galactose-1-phosphate (Gal-1-P)	G
OG0002263	1302	0.04	23	23	0.35	0.36	3.55	3.55	58	56	20.39	20.39	Pyridoxal-phosphate dependent enzyme	E
OG0003023	786	0	8	8	0.5	0.5	3.55	3.55	44	44	22	22	translation release factor activity	J
OG0003527	274.5	0	4	4	0.61	0.61	3.55	3.55	37	37	22.75	22.75	Gas vesicle synthesis protein GvpO	S
OG0004070	105	0.33	3	3	0.45	0.49	3.55	3.54	39	36	17.67	17.67	#N/A	#N/A
OG0004074	369	0.33	3	3	0.4	0.43	3.55	3.48	37	34	14.67	14.67	#N/A	#N/A
OG0004171	313.5	0	2	2	0.66	0.66	3.55	3.55	37	37	24.5	24.5	#N/A	#N/A
OG0004261	526.5	0.5	2	2	0.51	0.69	3.55	3.26	35	26	18	18	#N/A	#N/A
OG0004320	403.5	0.5	2	2	0.51	0.9	3.55	3	35	20	18	18	Putative stress-induced transcription regulator	S
OG0004329	229.5	0.5	2	2	0.51	0.53	3.55	3.53	35	34	18	18	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	J
OG0004352	498	0	2	2	0.66	0.66	3.55	3.55	37	37	24.5	24.5	The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl-CoA and CO(2)	C
OG0004652	1003.5	0	2	2	0.51	0.51	3.55	3.55	35	35	18	18	permease	C
OG0004673	117	0	2	2	0.56	0.56	3.55	3.55	36	36	20	20	#N/A	#N/A
OG0004778	234	0.5	2	2	0.68	0.71	3.55	3.56	37	35	25	25	#N/A	#N/A
OG0004818	234	1	2	2	0.89	NA	3.55	NA	36	0	32	32	#N/A	#N/A
OG0004819	237	1	2	2	0.89	NA	3.55	NA	36	0	32	32	#N/A	#N/A
OG0004820	210	1	2	2	0.88	NA	3.55	NA	36	0	31.5	31.5	#N/A	#N/A
OG0004821	243	1	2	2	0.86	NA	3.55	NA	36	0	31	31	#N/A	#N/A
OG0004822	219	1	2	2	0.86	NA	3.55	NA	36	0	31	31	#N/A	#N/A
OG0000380	1008	0.1	75	81	0.15	0.16	3.56	3.55	111	109	17.11	17.11	Acyltransferase family	G
OG0000483	1362	0.04	77	79	0.15	0.15	3.56	3.54	130	126	18.91	18.91	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family	J
OG0000497	561	0.03	75	79	0.22	0.22	3.56	3.56	95	95	20.81	20.81	glycosylase	L
OG0000814	504	0.01	77	77	0.31	0.31	3.56	3.56	75	75	23.38	23.38	May be involved in the biosynthesis of molybdopterin	H
OG0000823	624	0.04	77	77	0.67	0.67	3.56	3.56	48	48	32.05	32.05	"One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome"	J
OG0001328	618	0.04	77	77	0.23	0.24	3.56	3.53	88	84	19.96	19.96	Protein of unknown function DUF47	P
OG0001692	916.5	0.03	60	62	0.25	0.25	3.56	3.55	78	76	19.23	19.23	transporter	S
OG0001914	237	0.07	43	44	0.29	0.3	3.56	3.55	73	71	21.23	21.23	-	-
OG0002451	1770	0	17	17	0.27	0.27	3.56	3.56	62	62	16.76	16.76	Ferric iron reductase FhuF-like transporter	Q
OG0002639	1338	0	10	13	0.34	0.34	3.56	3.56	50	50	17.08	17.08	"to gi 22127301 ref NP_670724.1 Yersinia pestis KIM , percent identity"	EG
OG0002753	153	0	10	11	0.45	0.45	3.56	3.56	45	45	20.27	20.27	-	-
OG0002802	280.5	0	10	10	0.31	0.31	3.56	3.56	55	55	17.1	17.1	Family of unknown function (DUF5344)	S
OG0003525	489	0.25	4	4	0.59	0.59	3.56	3.53	38	38	22.5	22.5	-	-
